iter	Logloss
164	0.3152752032
165	0.3138847133
166	0.3129934256
167	0.3116544669
168	0.3110211182
169	0.3097965785
170	0.3091504342
171	0.3083365304
172	0.3076461356
173	0.3064861625
174	0.3057538278
175	0.3045780291
176	0.3033186558
177	0.3025185721
178	0.3019033813
179	0.30080113
180	0.2998347037
181	0.2990802002
182	0.2982393755
183	0.2973260934
184	0.296338174
185	0.2953763689
186	0.2943666295
187	0.2933663504
188	0.2920203727
189	0.2913919285
190	0.2900974819
191	0.2893235125
192	0.2880829511
193	0.2874298532
194	0.2864364624
195	0.2853964015
196	0.2842226301
197	0.2833514404
198	0.2825996835
199	0.2814757865
200	0.2805593872
201	0.2794319153
202	0.2785214015
203	0.2773545619
204	0.276583252
205	0.2759291295
206	0.2750397818
207	0.2742599487
208	0.2734123448
209	0.2726784842
210	0.2715438843
211	0.2705754743
212	0.2701682608
213	0.2694561332
214	0.2686876569
215	0.2678423636
216	0.2667841884
217	0.2659752546
218	0.2652487183
219	0.2641873169
220	0.2637452916
221	0.2630429513
222	0.2621651132
223	0.2611735317
224	0.2605746024
225	0.2594941711
226	0.2584063503
227	0.2577883911
228	0.2570846776
229	0.2565716553
230	0.2558232771
231	0.2550540161
232	0.254554487
233	0.2537284197
234	0.2528472246
235	0.2522470093
236	0.2514577375
237	0.2509367589
238	0.2503106689
239	0.2493799482
240	0.248752703
241	0.2481801932
242	0.2476200867
243	0.2467261178
244	0.2458226013
245	0.2451095581
246	0.2443571472
247	0.2436627415
248	0.2429004342
249	0.2424251447
250	0.2416086905
251	0.2412001692
252	0.2406796919
253	0.2399819946
254	0.2392725699
255	0.2384933472
256	0.2378155518
257	0.237223162
258	0.2365058899
259	0.2358601597
260	0.2351187788
261	0.2343613543
262	0.233770425
263	0.2330636597
264	0.232524632
265	0.2318314471
266	0.2312478202
267	0.2302930341
268	0.2299779402
269	0.2293463353
270	0.2288124956
271	0.2279966082
272	0.227467477
273	0.2266491917
274	0.2258747646
275	0.2252992902
276	0.2248455375
277	0.2240886579
278	0.2237820871
279	0.2232532828
280	0.2228442165
281	0.2224131557
282	0.2220098877
283	0.2216290283
284	0.2211025347
285	0.2204004124
286	0.2198781041
287	0.219229017
288	0.2183640616
289	0.217553057
290	0.2171999904
291	0.2166618565
292	0.216108769
293	0.2157828195
294	0.2151614598
295	0.2146561105
296	0.2140182495
297	0.2134264701
298	0.2130552455
299	0.2124077061
300	0.2117085702
301	0.2112770517
302	0.2106588309
303	0.210096392
304	0.2094119263
305	0.2089097595
306	0.2086110142
307	0.2083255005
308	0.2077235413
309	0.2069983346
310	0.2063155692
311	0.2060117449
312	0.2052562605
313	0.2047190203
314	0.2041061183
315	0.2034994071
316	0.2028691319
317	0.2024012102
318	0.2019038173
319	0.2014005389
320	0.2010535322
321	0.2006661551
322	0.2002951922
323	0.1997336905
324	0.1992866952
325	0.1987527248
326	0.1981731088
327	0.1976577541
328	0.1972274562
329	0.1968190656
330	0.1965499006
331	0.1960826983
332	0.1956600952
333	0.195030038
334	0.1947239467
335	0.1943045916
336	0.1939598737
337	0.1935149711
338	0.1930113874
339	0.1926715524
340	0.1923982675
341	0.1920585196
342	0.1916248866
343	0.1911977277
344	0.1908165414
345	0.1902468
346	0.1898959351
347	0.189468471
348	0.1890855844
349	0.1884839303
350	0.1879894148
351	0.1873839896
352	0.187026825
353	0.1867000907
354	0.1861593846
355	0.1858817618
356	0.1855010768
357	0.1850710624
358	0.1847621155
359	0.1841857474
360	0.1836715262
361	0.18309021
362	0.1826390839
363	0.1823456247
364	0.1818568747
365	0.1815332903
366	0.180930045
367	0.1806072889
368	0.1801536233
369	0.1799177769
370	0.1793011366
371	0.1789443861
372	0.1785725185
373	0.1782394191
374	0.1779966082
375	0.1775968279
376	0.1772680446
377	0.1769464111
378	0.1765954917
379	0.1762122018
380	0.1759333365
381	0.1755923244
382	0.1748524911
383	0.1743983677
384	0.17394504
385	0.1734483119
386	0.1729968044
387	0.1725769152
388	0.1720302909
389	0.1718338558
390	0.1713645608
391	0.1710444314
392	0.1706378937
393	0.170217089
394	0.1695949009
395	0.169300766
396	0.1688916779
397	0.1685786656
398	0.1682041277
399	0.167753176
400	0.1674783761
401	0.1671701268
402	0.1668870108
403	0.1666423689
404	0.1663482012
405	0.1659467643
406	0.1653844125
407	0.1651163592
408	0.1649698748
409	0.16450834
410	0.1641967119
411	0.1636846379
412	0.1633185141
413	0.1630487061
414	0.1626666478
415	0.1620589011
416	0.1618008096
417	0.1614248657
418	0.1610735321
419	0.1607460349
420	0.1605168043
421	0.1601119559
422	0.1597275543
423	0.1593900408
424	0.15911026
425	0.1586332267
426	0.1584201486
427	0.1581209455
428	0.1578409031
429	0.1575021471
430	0.1570866285
431	0.1567155239
432	0.1562747519
433	0.15596732
434	0.1556366948
435	0.1552004896
436	0.1547192492
437	0.1545018659
438	0.1542433384
439	0.1539527239
440	0.1535118648
441	0.1531290763
442	0.1528073665
443	0.1523827362
444	0.152106563
445	0.1516567775
446	0.1513565935
447	0.1510107858
448	0.150766667
449	0.1505694471
450	0.1502193342
451	0.1498447854
452	0.1495373535
453	0.149236036
454	0.1489455305
455	0.1486744908
456	0.1483572606
457	0.1480154746
458	0.1477241952
459	0.1473646436
460	0.1471803938
461	0.1469983128
462	0.1468778665
463	0.1466426304
464	0.1462314388
465	0.1459154402
466	0.1454564449
467	0.1450719125
468	0.1446739742
469	0.1443832942
470	0.1441136387
471	0.1439207132
472	0.1435103716
473	0.1430067008
474	0.1427564131
475	0.1424844251
476	0.1422221157
477	0.1418257904
478	0.1415406581
479	0.141245782
480	0.1410510254
481	0.1405845751
482	0.1403034973
483	0.1399991608
484	0.1395937565
485	0.1392746517
486	0.1390011597
487	0.1387738909
488	0.1383930097
489	0.1381284223
490	0.1379582105
491	0.1377620697
492	0.1376063974
493	0.1373379517
494	0.1371395656
495	0.1367883955
496	0.136504255
497	0.1362221636
498	0.1360161482
499	0.1357518114
500	0.1354610225
501	0.1353114101
502	0.135065482
503	0.1348442514
504	0.1346163722
505	0.1343351528
506	0.1340739441
507	0.13373703
508	0.133447985
509	0.1332306998
510	0.1330090768
511	0.1327395194
512	0.1324557277
513	0.1322986058
514	0.1320110975
515	0.1318584442
516	0.131566064
517	0.131268158
518	0.1309468733
519	0.130705719
520	0.1304959651
521	0.1302491869
522	0.1299543108
523	0.1298311615
524	0.1295467595
525	0.1293160139
526	0.1291683633
527	0.1289261191
528	0.1287239075
529	0.1284971837
530	0.1281436593
531	0.1278541347
532	0.127682081
533	0.1274196843
534	0.1271597944
535	0.1267823574
536	0.1264642225
537	0.1262188394
538	0.1260375977
539	0.1257004983
540	0.1253507778
541	0.1251291439
542	0.1249016462
543	0.1245941598
544	0.1243613979
545	0.1241248866
546	0.1239525495
547	0.1237661743
548	0.1236299133
549	0.1233714294
550	0.1232649013
551	0.1231347002
552	0.1228746033
553	0.1224876404
554	0.1220876748
555	0.121857278
556	0.1216726358
557	0.1214753941
558	0.12123012
559	0.121053881
560	0.1208946228
561	0.1207267543
562	0.1205518014
563	0.1202168819
564	0.1200884356
565	0.1199686323
566	0.1197915867
567	0.1195944214
568	0.1193645695
569	0.1190964181
570	0.1189509583
571	0.1186682129
572	0.1183938599
573	0.1181988961
574	0.1180285645
575	0.1177388654
576	0.1174031721
577	0.1170681654
578	0.1167543248
579	0.1166113499
580	0.1162491281
581	0.1159040615
582	0.1156392452
583	0.1154035078
584	0.1151190295
585	0.1148256574
586	0.1145813097
587	0.1143433271
588	0.1141335188
589	0.1139214979
590	0.1137463815
591	0.1135255214
592	0.1132918985
593	0.1130824498
594	0.1128998348
595	0.112618539
596	0.1123770469
597	0.1122069005
598	0.1119686999
599	0.1117326137
600	0.1115869468
601	0.1113773237
602	0.1111973354
603	0.1109747314
604	0.1108741542
605	0.1105691528
606	0.1102490016
607	0.1100852857
608	0.1098924691
609	0.1096271842
610	0.1094216047
611	0.1091290937
612	0.1090480586
613	0.1088430132
614	0.1086056628
615	0.1082158988
616	0.1079038674
617	0.1075509644
618	0.1073719243
619	0.1071684156
620	0.1069199262
621	0.1065517862
622	0.1064407131
623	0.106197161
624	0.1060516902
625	0.1059028843
626	0.1057118879
627	0.1055007063
628	0.1053544944
629	0.1051904188
630	0.10496315
631	0.1047567749
632	0.1045604815
633	0.1044176047
634	0.10424566
635	0.1040635027
636	0.1038664246
637	0.1036388615
638	0.1034018271
639	0.1031163243
640	0.1029348537
641	0.1026964678
642	0.1025190626
643	0.1023359026
644	0.1020940072
645	0.1019282968
646	0.1017479815
647	0.1016519492
648	0.1015451268
649	0.1014020211
650	0.1011933463
651	0.1009298052
652	0.1007597242
653	0.1005386897
654	0.1004440308
655	0.1002834211
656	0.1001849147
657	0.1000188119
658	0.09989259992
659	0.09974757603
660	0.09961874826
661	0.0993838065
662	0.09919420515
663	0.09899382455
664	0.0987979235
665	0.0986579568
666	0.09851032802
667	0.09834971837
668	0.09813109262
669	0.09798354013
670	0.09776129586
671	0.09753827776
672	0.09739048549
673	0.0973450034
674	0.09728339059
675	0.09707582746
676	0.09692190988
677	0.09671133859
678	0.09655217852
679	0.09637157985
680	0.09623894828
681	0.09599775042
682	0.09578484671
683	0.09556773594
684	0.09537966047
685	0.09525591169
686	0.09509096418
687	0.09491782052
688	0.09474197388
689	0.09462728228
690	0.09451043265
691	0.0943447658
692	0.09420472281
693	0.09408228193
694	0.09390440805
695	0.09368610927
696	0.09349866595
697	0.09330478123
698	0.093145207
699	0.09291728428
700	0.09272398812
701	0.09258916582
702	0.09242053441
703	0.09233121599
704	0.09208642142
705	0.09193717957
706	0.09182730539
707	0.09169655936
708	0.09150798253
709	0.09133942195
710	0.09118074145
711	0.09106395176
712	0.09091868264
713	0.090660335
714	0.09050501687
715	0.09029246194
716	0.09011032104
717	0.0898853302
718	0.08974783761
719	0.08960615431
720	0.08943358285
721	0.08932298388
722	0.08922798157
723	0.08910133907
724	0.0888344465
725	0.08860314505
726	0.08852795737
727	0.0883278765
728	0.0882276971
729	0.08812352862
730	0.08800057002
731	0.08778771537
732	0.08761492593
733	0.08744046892
734	0.08733450753
735	0.08715814863
736	0.08704328809
737	0.0868806948
738	0.08675755637
739	0.08662540981
740	0.08649795532
741	0.08626696995
742	0.08610619136
743	0.0859917341
744	0.08590741839
745	0.0857554572
746	0.08553937095
747	0.08535469055
748	0.08519056593
749	0.08499529157
750	0.08489760263
751	0.08475502014
752	0.08465279715
753	0.08449921744
754	0.08428229741
755	0.08416321346
756	0.08403623308
757	0.0838646589
758	0.08375410352
759	0.08369938442
760	0.08352846963
761	0.08335578374
762	0.08322059086
763	0.08309467861
764	0.08290872301
765	0.08273413522
766	0.08263054439
767	0.08248626709
768	0.08225401197
769	0.08211844853
770	0.08201908657
771	0.08196483067
772	0.08181237357
773	0.08160338811
774	0.08143194471
775	0.08131534576
776	0.08122748239
777	0.08110797337
778	0.08093603952
779	0.08085099901
780	0.08069535937
781	0.08044892447
782	0.08024357387
783	0.08018717085
784	0.08004335131
785	0.07991211482
786	0.07977844783
787	0.07971051897
788	0.07954702105
789	0.07943461282
790	0.07926442283
791	0.07911119189
792	0.07889832088
793	0.07874964033
794	0.0785943876
795	0.0784261867
796	0.07831741333
797	0.07814840044
798	0.07801709856
799	0.0778150395
800	0.0777154214
801	0.07747574397
802	0.07732289995
803	0.07718922751
804	0.0770300075
805	0.07689238957
806	0.07674697331
807	0.07652834756
808	0.07638919285
809	0.07623951503
810	0.07611917223
811	0.07598029
812	0.0758462034
813	0.07578862871
814	0.07567429679
815	0.07553210667
816	0.07540585654
817	0.07519666399
818	0.07503730229
819	0.07498677935
820	0.07493979318
821	0.07481336321
822	0.07466747284
823	0.0745677948
824	0.07449935368
825	0.07430905478
826	0.07422313145
827	0.0740927342
828	0.07395743234
829	0.07378653935
830	0.07366514478
831	0.07348117828
832	0.07333201272
833	0.07321377345
834	0.07303091322
835	0.07292534964
836	0.07275917598
837	0.07267309461
838	0.07258493696
839	0.07250002725
840	0.072355096
841	0.07226218087
842	0.07219739641
843	0.07209369114
844	0.07198073251
845	0.07188888005
846	0.07172515324
847	0.07158800398
848	0.07147204808
849	0.07135373252
850	0.07121761867
851	0.07110157558
852	0.07101599557
853	0.07088295528
854	0.07078303746
855	0.07065217154
856	0.0705569567
857	0.07038251059
858	0.0702620915
859	0.0700522995
860	0.06991654532
861	0.06987952096
862	0.06978524344
863	0.06965082986
864	0.0696081325
865	0.06954538073
866	0.06936941419
867	0.06929823739
868	0.06919385638
869	0.06903604235
870	0.06893168858
871	0.0688425609
872	0.06869184222
873	0.06863855634
874	0.06853646415
875	0.06841571263
876	0.06833780016
877	0.06813213893
878	0.06795859746
879	0.06793494088
880	0.06779096876
881	0.0676776341
882	0.06762250628
883	0.0674949537
884	0.06737617493
885	0.0672404044
886	0.06707220895
887	0.06701661246
888	0.06680139814
889	0.06663576944
890	0.06649230412
891	0.06636482239
892	0.06627066476
893	0.06611927577
894	0.06598817008
895	0.06589830126
896	0.06585703169
897	0.06578240531
898	0.06570746286
899	0.06563229152
900	0.06552340916
901	0.06534598759
902	0.06527146476
903	0.06505104065
904	0.0648739951
905	0.06474225725
906	0.06466680254
907	0.06460158212
908	0.06444698879
909	0.06433947972
910	0.06414778573
911	0.06403743199
912	0.06396597726
913	0.06392532894
914	0.06376941681
915	0.06366684505
916	0.06356800624
917	0.06345500401
918	0.06330022539
919	0.06323765346
920	0.06313312531
921	0.06306401934
922	0.06293211801
923	0.06279133388
924	0.06263347081
925	0.06252101353
926	0.06235284533
927	0.06217658997
928	0.06203964233
929	0.06193702153
930	0.0617464338
931	0.06169516972
932	0.06159826006
933	0.06147799901
934	0.06141778673
935	0.06128037589
936	0.06114365714
937	0.06106402261
938	0.06097285679
939	0.0608732169
940	0.0607692446
941	0.06063659668
942	0.06048228673
943	0.06035837991
944	0.06023471287
945	0.06013013567
946	0.06011895316
947	0.06003962926
948	0.05994322641
949	0.05978809902
950	0.0596245575
951	0.05950320653
952	0.05938523429
953	0.05922120231
954	0.05908925193
955	0.05898327964
956	0.05884913853
957	0.05872741699
958	0.05863851275
959	0.05845046997
960	0.05836021423
961	0.05826350621
962	0.05817670005
963	0.05803471701
964	0.05791356768
965	0.05784815107
966	0.05771664756
967	0.05758736747
968	0.05747122628
969	0.05738558088
970	0.05731116704
971	0.05723592486
972	0.05712612152
973	0.05706008911
974	0.05701675415
975	0.05691137586
976	0.05676337106
977	0.05664990561
978	0.05655251639
979	0.05639574868
980	0.05630996159
981	0.0562424687
982	0.05620419094
983	0.05609054565
984	0.05600027902
985	0.05589113508
986	0.05580506461
987	0.05570855822
988	0.05570036752
989	0.05563216073
990	0.05551208496
991	0.0553472083
992	0.05521429334
993	0.05511928013
994	0.05497908456
995	0.05483422416
996	0.05476975577
997	0.05464390346
998	0.05456813812
999	0.05443905967
